Datetime,IS20-MS-01 -  Irradiation - Horizontal Pyranometer(W/m2),IS20-MS-01 -  Irradiation - Tilted Pyranometer (W/m2)
2023-08-15 08:10:00,201.6,250.6
2023-08-15 08:15:00,203.4,266.6
2023-08-15 08:20:00,234,341.2
2023-08-15 08:25:00,305.8,466.6
2023-08-15 08:30:00,309,430.2
2023-08-15 08:35:00,434.2,641.2
2023-08-15 08:40:00,583,917.6
2023-08-15 08:45:00,587.2,920
2023-08-15 08:50:00,641,983.8
2023-08-15 08:55:00,559.2,797.8
2023-08-15 09:00:00,594.8,836.4
2023-08-15 09:05:00,602.6,845.2
2023-08-15 09:10:00,520.8,692.8
2023-08-15 09:15:00,639.8,880
2023-08-15 09:20:00,656.6,919.6
2023-08-15 09:25:00,631.4,883
2023-08-15 09:30:00,609.6,840
2023-08-15 09:35:00,611.4,833.2
2023-08-15 09:40:00,651.2,879.2
2023-08-15 09:45:00,686.8,918.6
2023-08-15 09:50:00,729.8,969.2
2023-08-15 09:55:00,790.8,1035
2023-08-15 10:00:00,846,1085.4
2023-08-15 10:05:00,838.4,1045.6
2023-08-15 10:10:00,905.6,1111
2023-08-15 10:15:00,869.2,1075.4
2023-08-15 10:20:00,876.4,1078.2
2023-08-15 10:25:00,845,1027.4
2023-08-15 10:30:00,845.4,1012.8
2023-08-15 10:35:00,840.6,991.8
2023-08-15 10:40:00,852.2,990.6
2023-08-15 10:45:00,905.8,1036.4
2023-08-15 10:50:00,932.2,1056.4
2023-08-15 10:55:00,956.4,1070
2023-08-15 11:00:00,1001,1106.4
2023-08-15 11:05:00,981.4,1070.4
2023-08-15 11:10:00,814.8,878.8
2023-08-15 11:15:00,958.4,1029.2
2023-08-15 11:20:00,965.2,1032
2023-08-15 11:25:00,985.4,1042.8
2023-08-15 11:30:00,1017,1070.6
2023-08-15 11:35:00,1038.2,1087.8
2023-08-15 11:40:00,1013,1050.4
2023-08-15 11:45:00,1021.6,1055.8
2023-08-15 11:50:00,1038.8,1066.2
2023-08-15 11:55:00,1078.8,1102.4
2023-08-15 12:00:00,1072.4,1089.6
2023-08-15 12:05:00,1044.2,1055.6
2023-08-15 12:10:00,1035.6,1040.2
2023-08-15 12:15:00,1108,1115.4
2023-08-15 12:20:00,1115.8,1118.6
2023-08-15 12:25:00,1112.8,1115.6
2023-08-15 12:30:00,1081,1081.4
2023-08-15 12:35:00,1123.4,1124.6
2023-08-15 12:40:00,1117.2,1115.2
2023-08-15 12:45:00,1119.2,1119.6
2023-08-15 12:50:00,1114,1111
2023-08-15 12:55:00,1109.4,1105
2023-08-15 13:00:00,1104.4,1103.8
2023-08-15 13:05:00,1103.2,1104.4
2023-08-15 13:10:00,1094.6,1096
2023-08-15 13:15:00,1098,1102.8
2023-08-15 13:20:00,1101,1108.2
2023-08-15 13:25:00,1048.6,1059
2023-08-15 13:30:00,1089.8,1105.4
2023-08-15 13:35:00,1073.8,1091
2023-08-15 13:40:00,1073,1095
2023-08-15 13:45:00,1054,1080.6
2023-08-15 13:50:00,1056.6,1091
2023-08-15 13:55:00,1050.8,1091.6
2023-08-15 14:00:00,1036.2,1084.4
2023-08-15 14:05:00,1030,1085.8
2023-08-15 14:10:00,1017,1081.8
2023-08-15 14:15:00,1012,1085.2
2023-08-15 14:20:00,1006.6,1088.8
2023-08-15 14:25:00,997.2,1087.4
2023-08-15 14:30:00,987,1085.2
2023-08-15 14:35:00,979.4,1088
2023-08-15 14:40:00,975,1093.4
2023-08-15 14:45:00,964.4,1093.2
2023-08-15 14:50:00,961.6,1100.6
2023-08-15 14:55:00,947.6,1097.4
2023-08-15 15:00:00,875,1022.4
2023-08-15 15:05:00,934,1100.8
2023-08-15 15:10:00,835.6,984.2
2023-08-15 15:15:00,798.4,961.6
2023-08-15 15:20:00,869,1054.2
2023-08-15 15:25:00,911.8,1096.4
2023-08-15 15:30:00,506.4,612.6
2023-08-15 15:35:00,463,550.8
2023-08-15 15:40:00,496,597.6
2023-08-15 15:45:00,567.8,689.6
2023-08-15 15:50:00,438.4,524.8
2023-08-15 15:55:00,274,294.6
2023-08-15 16:00:00,460.6,557.4
2023-08-15 16:05:00,292.4,317.6
2023-08-15 16:10:00,276.8,292
2023-08-15 16:15:00,326.4,338.4
2023-08-15 16:20:00,378.8,426
2023-08-15 16:25:00,399.6,480.8
2023-08-15 16:30:00,278.6,322.4
2023-08-15 16:35:00,216.2,230.6
2023-08-15 16:40:00,235.6,261.4
2023-08-15 16:45:00,338.2,453.4
2023-08-15 16:50:00,223.6,287.6
2023-08-15 16:55:00,183.2,225
2023-08-15 17:00:00,170.2,197.8
2023-08-15 17:05:00,198,247.4
2023-08-15 17:10:00,241.4,344.8
2023-08-15 17:15:00,359.8,587
2023-08-15 17:20:00,388.8,625.8
2023-08-15 17:25:00,200.4,242.6
2023-08-15 17:30:00,168.4,185.6
2023-08-15 17:35:00,140.8,146.4
2023-08-15 17:40:00,128.2,130.8
2023-08-15 17:45:00,122.8,132
2023-08-15 17:50:00,108.6,123.2
2023-08-15 17:55:00,95.6,112.6
2023-08-15 18:00:00,80.8,103.4
2023-08-15 18:05:00,78.8,108.8
2023-08-15 18:10:00,87,147.2
2023-08-15 18:15:00,81.6,141
2023-08-15 18:20:00,153.8,353.8
2023-08-15 18:25:00,148,348.4
2023-08-15 18:30:00,126,294.8
2023-08-15 18:35:00,107.4,246.2
2023-08-15 18:40:00,91.2,201.4
2023-08-15 18:45:00,74.2,157.4
2023-08-15 18:50:00,57.8,114.2
2023-08-15 18:55:00,41,73.6
2023-08-15 19:00:00,23,28.6
2023-08-15 19:05:00,15.8,20
2023-08-15 19:10:00,10,11
2023-08-15 19:15:00,5.4,6
2023-08-15 19:20:00,2.8,3.2
2023-08-15 19:25:00,0.6,0.6
2023-08-15 19:30:00,0,0
2023-08-15 19:35:00,0,0
2023-08-15 19:40:00,0,0
2023-08-15 19:45:00,0,0
2023-08-15 19:50:00,0,0
2023-08-15 19:55:00,0,0
2023-08-15 20:00:00,0,0
2023-08-15 20:05:00,0,0
2023-08-15 20:10:00,0,0
2023-08-15 20:15:00,0,0
2023-08-15 20:20:00,0,0
2023-08-15 20:25:00,0,0
2023-08-15 20:30:00,0,0
2023-08-15 20:35:00,0,0
2023-08-15 20:40:00,0,0
2023-08-15 20:45:00,0,0
2023-08-15 20:50:00,0,0
2023-08-15 20:55:00,0,0
2023-08-15 21:00:00,0,0
2023-08-15 21:05:00,0,0
2023-08-15 21:10:00,0,0
2023-08-15 21:15:00,0,0
2023-08-15 21:20:00,0,0
2023-08-15 21:25:00,0,0
2023-08-15 21:30:00,0,0
2023-08-15 21:35:00,0,0
2023-08-15 21:40:00,0,0
2023-08-15 21:45:00,0,0
2023-08-15 21:50:00,0,0
2023-08-15 21:55:00,0,0
2023-08-15 22:00:00,0,0
2023-08-15 22:05:00,0,0
2023-08-15 22:10:00,0,0
2023-08-15 22:15:00,0,0
2023-08-15 22:20:00,0,0
2023-08-15 22:25:00,0,0
2023-08-15 22:30:00,0,0
2023-08-15 22:35:00,0,0
2023-08-15 22:40:00,0,0
2023-08-15 22:45:00,0,0
2023-08-15 22:50:00,0,0
2023-08-15 22:55:00,0,0
2023-08-15 23:00:00,0,0
2023-08-15 23:05:00,0,0
2023-08-15 23:10:00,0,0
2023-08-15 23:15:00,0,0
2023-08-15 23:20:00,0,0
2023-08-15 23:25:00,0,0
2023-08-15 23:30:00,0,0
2023-08-15 23:35:00,0,0
2023-08-15 23:40:00,0,0
2023-08-15 23:45:00,0,0
2023-08-15 23:50:00,0,0
2023-08-15 23:55:00,0,0
2023-08-16 00:00:00,0,0
2023-08-16 00:05:00,0,0
2023-08-16 00:10:00,0,0
2023-08-16 00:15:00,0,0
2023-08-16 00:20:00,0,0
2023-08-16 00:25:00,0,0
2023-08-16 00:30:00,0,0
2023-08-16 00:35:00,0,0
2023-08-16 00:40:00,0,0
2023-08-16 00:45:00,0,0
2023-08-16 00:50:00,0,0
2023-08-16 00:55:00,0,0
2023-08-16 01:00:00,0,0
2023-08-16 01:05:00,0,0
2023-08-16 01:10:00,0,0
2023-08-16 01:15:00,0,0
2023-08-16 01:20:00,0,0
2023-08-16 01:25:00,0,0
2023-08-16 01:30:00,0,0
2023-08-16 01:35:00,0,0
2023-08-16 01:40:00,0,0
2023-08-16 01:45:00,0,0
2023-08-16 01:50:00,0,0
2023-08-16 01:55:00,0,0
2023-08-16 02:00:00,0,0
2023-08-16 02:05:00,0,0
2023-08-16 02:10:00,0,0
2023-08-16 02:15:00,0,0
2023-08-16 02:20:00,0,0
2023-08-16 02:25:00,0,0
2023-08-16 02:30:00,0,0
2023-08-16 02:35:00,0,0
2023-08-16 02:40:00,0,0
2023-08-16 02:45:00,0,0
2023-08-16 02:50:00,0,0
2023-08-16 02:55:00,0,0
2023-08-16 03:00:00,0,0
2023-08-16 03:05:00,0,0
2023-08-16 03:10:00,0,0
2023-08-16 03:15:00,0,0
2023-08-16 03:20:00,0,0
2023-08-16 03:25:00,0,0
2023-08-16 03:30:00,0,0
2023-08-16 03:35:00,0,0
2023-08-16 03:40:00,0,0
2023-08-16 03:45:00,0,0
2023-08-16 03:50:00,0,0
2023-08-16 03:55:00,0,0
2023-08-16 04:00:00,0,0
2023-08-16 04:05:00,0,0
2023-08-16 04:10:00,0,0
2023-08-16 04:15:00,0,0
2023-08-16 04:20:00,0,0
2023-08-16 04:25:00,0,0
2023-08-16 04:30:00,0,0
2023-08-16 04:35:00,0,0
2023-08-16 04:40:00,0,0
2023-08-16 04:45:00,0,0
2023-08-16 04:50:00,0,0
2023-08-16 04:55:00,0,0
2023-08-16 05:00:00,0,0
2023-08-16 05:05:00,0,0
2023-08-16 05:10:00,0,0
2023-08-16 05:15:00,0,0
2023-08-16 05:20:00,0,0
2023-08-16 05:25:00,0,0
2023-08-16 05:30:00,0,0
2023-08-16 05:35:00,0,0
2023-08-16 05:40:00,0,0
2023-08-16 05:45:00,0,0
2023-08-16 05:50:00,0,0
2023-08-16 05:55:00,0,0
2023-08-16 06:00:00,0,0
2023-08-16 06:05:00,0,0
2023-08-16 06:10:00,0.2,0
2023-08-16 06:15:00,1.4,0.6
2023-08-16 06:20:00,3.4,2.2
2023-08-16 06:25:00,4.4,4
2023-08-16 06:30:00,11.2,10
2023-08-16 06:35:00,22.6,19.2
2023-08-16 06:40:00,35.2,36.6
2023-08-16 06:45:00,49.4,57.8
2023-08-16 06:50:00,65.2,81.2
2023-08-16 06:55:00,80.2,106
2023-08-16 07:00:00,96.8,136
2023-08-16 07:05:00,114,166.6
2023-08-16 07:10:00,130.2,194.2
2023-08-16 07:15:00,146.2,227.6
2023-08-16 07:20:00,165.2,265.4
2023-08-16 07:25:00,183.2,299
2023-08-16 07:30:00,204.2,334.4
2023-08-16 07:35:00,229.8,371.2
2023-08-16 07:40:00,261.4,412.8
2023-08-16 07:45:00,306.4,447
2023-08-16 07:50:00,340.8,484.4
2023-08-16 07:55:00,360.4,529.4
2023-08-16 08:00:00,369,560.6
2023-08-16 08:05:00,387.8,610.4
2023-08-16 08:10:00,402.2,643.8
2023-08-16 08:15:00,416.2,715.8
2023-08-16 08:20:00,429.2,793.2
2023-08-16 08:25:00,444.4,808.2
2023-08-16 08:30:00,459.8,815.2
2023-08-16 08:35:00,479.2,847
2023-08-16 08:40:00,498,899.6
2023-08-16 08:45:00,518.6,972.6
2023-08-16 08:50:00,538.4,985
2023-08-16 08:55:00,554.6,990
2023-08-16 09:00:00,578.8,982
2023-08-16 09:05:00,598.2,955
2023-08-16 09:10:00,619.2,995.4
2023-08-16 09:15:00,636.6,1001.6
2023-08-16 09:20:00,654.8,1029.4
2023-08-16 09:25:00,673.2,1034.6
2023-08-16 09:30:00,691.6,1038.2
2023-08-16 09:35:00,711.4,1019
2023-08-16 09:40:00,731.6,1023.2
2023-08-16 09:45:00,746,1037.4
2023-08-16 09:50:00,761.6,1045.8
2023-08-16 09:55:00,778,1058.4
2023-08-16 10:00:00,795,1055.2
2023-08-16 10:05:00,812,1058.4
2023-08-16 10:10:00,825.4,1059.6
2023-08-16 10:15:00,838.8,1065.8
2023-08-16 10:20:00,850.6,1067.6
2023-08-16 10:25:00,866.4,1072.4
2023-08-16 10:30:00,879.2,1073.6
2023-08-16 10:35:00,894,1075.4
2023-08-16 10:40:00,906.8,1074.8
2023-08-16 10:45:00,922.8,1080.6
2023-08-16 10:50:00,934,1078.4
2023-08-16 10:55:00,944.4,1075.4
2023-08-16 11:00:00,963.4,1082.6
2023-08-16 11:05:00,969.6,1073.6
2023-08-16 11:10:00,977,1076
2023-08-16 11:15:00,991.6,1083.2
2023-08-16 11:20:00,1002,1085
2023-08-16 11:25:00,1004.6,1076.4
2023-08-16 11:30:00,1020.8,1086.8
2023-08-16 11:35:00,1030,1086.2
2023-08-16 11:40:00,1034.2,1083.2
2023-08-16 11:45:00,1038.4,1079.8
2023-08-16 11:50:00,1049.8,1086.8
2023-08-16 11:55:00,1052.4,1081.4
2023-08-16 12:00:00,1061.2,1086.4
2023-08-16 12:05:00,1059.8,1078.4
2023-08-16 12:10:00,1067.8,1084.4
2023-08-16 12:15:00,1068.2,1081.2
2023-08-16 12:20:00,1076.6,1086.6
2023-08-16 12:25:00,1075.4,1083.4
2023-08-16 12:30:00,1081.4,1083.8
2023-08-16 12:35:00,1077,1078.4
2023-08-16 12:40:00,1076.6,1076.4
2023-08-16 12:45:00,1075.8,1073.4
2023-08-16 12:50:00,1078,1072.8
2023-08-16 12:55:00,1082.2,1080.2
2023-08-16 13:00:00,1073.8,1072
2023-08-16 13:05:00,1080.6,1079
2023-08-16 13:10:00,1070,1072.4
2023-08-16 13:15:00,1073.4,1076.6
2023-08-16 13:20:00,1072,1076.8
2023-08-16 13:25:00,1065.4,1074
2023-08-16 13:30:00,1068.6,1081.6
2023-08-16 13:35:00,1057.4,1072.2
2023-08-16 13:40:00,1055.4,1076
2023-08-16 13:45:00,1053.2,1080.6
2023-08-16 13:50:00,1038.6,1071
2023-08-16 13:55:00,1031.4,1069.6
2023-08-16 14:00:00,1029.8,1074.8
2023-08-16 14:05:00,1014.6,1068.8
2023-08-16 14:10:00,1013.6,1076.4
2023-08-16 14:15:00,1009.2,1078.4
2023-08-16 14:20:00,995.4,1072.4
2023-08-16 14:25:00,983,1068.8
2023-08-16 14:30:00,972.6,1066.4
2023-08-16 14:35:00,969.8,1073.2
2023-08-16 14:40:00,954.6,1066.6
2023-08-16 14:45:00,929.8,1052.4
2023-08-16 14:50:00,929.2,1064
2023-08-16 14:55:00,923.4,1068.2
2023-08-16 15:00:00,904.6,1061.4
2023-08-16 15:05:00,909.6,1080.2
2023-08-16 15:10:00,823.8,991
2023-08-16 15:15:00,872,1067.4
2023-08-16 15:20:00,857.6,1063.4
2023-08-16 15:25:00,845.4,1070.2
2023-08-16 15:30:00,837.8,1078.4
2023-08-16 15:35:00,821,1067.2
2023-08-16 15:40:00,813.4,1064.2
2023-08-16 15:45:00,803,1068.6
2023-08-16 15:50:00,689,927
2023-08-16 15:55:00,780,1072.8
2023-08-16 16:00:00,755.4,1049.2
2023-08-16 16:05:00,737,1036.8
2023-08-16 16:10:00,723.4,1038.8
2023-08-16 16:15:00,713.8,1040.2
2023-08-16 16:20:00,689.2,1029.6
2023-08-16 16:25:00,386,554.4
2023-08-16 16:30:00,631.8,989.2
2023-08-16 16:35:00,604.6,956.4
2023-08-16 16:40:00,587.8,959.8
2023-08-16 16:45:00,564.2,939.8
2023-08-16 16:50:00,278.2,460.4
2023-08-16 16:55:00,346.8,592.8
2023-08-16 17:00:00,500.6,887.4
2023-08-16 17:05:00,485,881
2023-08-16 17:10:00,459.8,859.4
2023-08-16 17:15:00,437.8,837.6
2023-08-16 17:20:00,413.6,813.4
2023-08-16 17:25:00,393.6,795.2
2023-08-16 17:30:00,369.4,766.2
2023-08-16 17:35:00,347.8,744.4
2023-08-16 17:40:00,323,713.4
2023-08-16 17:45:00,301.6,691
2023-08-16 17:50:00,283.4,670.2
2023-08-16 17:55:00,262.6,644.2
2023-08-16 18:00:00,243.6,616.2
2023-08-16 18:05:00,223,495
2023-08-16 18:10:00,199,460
2023-08-16 18:15:00,179.8,456.8
2023-08-16 18:20:00,162,413.4
2023-08-16 18:25:00,142,362.2
2023-08-16 18:30:00,121,301.2
2023-08-16 18:35:00,103,253
2023-08-16 18:40:00,85.2,206
2023-08-16 18:45:00,67.4,158
2023-08-16 18:50:00,52.2,115
2023-08-16 18:55:00,38,76.4
2023-08-16 19:00:00,25.2,46
2023-08-16 19:05:00,15.4,23.4
2023-08-16 19:10:00,8.4,10
2023-08-16 19:15:00,4,4.6
2023-08-16 19:20:00,1.4,1.6
2023-08-16 19:25:00,0,0
2023-08-16 19:30:00,0,0
2023-08-16 19:35:00,0,0
2023-08-16 19:40:00,0,0
2023-08-16 19:45:00,0,0
2023-08-16 19:50:00,0,0
2023-08-16 19:55:00,0,0
2023-08-16 20:00:00,0,0
2023-08-16 20:05:00,0,0
2023-08-16 20:10:00,0,0
2023-08-16 20:15:00,0,0
2023-08-16 20:20:00,0,0
2023-08-16 20:25:00,0,0
2023-08-16 20:30:00,0,0
2023-08-16 20:35:00,0,0
2023-08-16 20:40:00,0,0
2023-08-16 20:45:00,0,0
2023-08-16 20:50:00,0,0
2023-08-16 20:55:00,0,0
2023-08-16 21:00:00,0,0
2023-08-16 21:05:00,0,0
2023-08-16 21:10:00,0,0
2023-08-16 21:15:00,0,0
2023-08-16 21:20:00,0,0
2023-08-16 21:25:00,0,0
2023-08-16 21:30:00,0,0
2023-08-16 21:35:00,0,0
2023-08-16 21:40:00,0,0
2023-08-16 21:45:00,0,0
2023-08-16 21:50:00,0,0
2023-08-16 21:55:00,0,0
2023-08-16 22:00:00,0,0
2023-08-16 22:05:00,0,0
2023-08-16 22:10:00,0,0
2023-08-16 22:15:00,0,0
2023-08-16 22:20:00,0,0
2023-08-16 22:25:00,0,0
2023-08-16 22:30:00,0,0
2023-08-16 22:35:00,0,0
2023-08-16 22:40:00,0,0
2023-08-16 22:45:00,0,0
2023-08-16 22:50:00,0,0
2023-08-16 22:55:00,0,0
2023-08-16 23:00:00,0,0
2023-08-16 23:05:00,0,0
2023-08-16 23:10:00,0,0
2023-08-16 23:15:00,0,0
2023-08-16 23:20:00,0,0
2023-08-16 23:25:00,0,0
2023-08-16 23:30:00,0,0
2023-08-16 23:35:00,0,0
2023-08-16 23:40:00,0,0
2023-08-16 23:45:00,0,0
2023-08-16 23:50:00,0,0
2023-08-16 23:55:00,0,0
2023-08-17 00:00:00,0,0
2023-08-17 00:05:00,0,0
2023-08-17 00:10:00,0,0
2023-08-17 00:15:00,0,0
2023-08-17 00:20:00,0,0
2023-08-17 00:25:00,0,0
2023-08-17 00:30:00,0,0
2023-08-17 00:35:00,0,0
2023-08-17 00:40:00,0,0
2023-08-17 00:45:00,0,0
2023-08-17 00:50:00,0,0
2023-08-17 00:55:00,0,0
2023-08-17 01:00:00,0,0
2023-08-17 01:05:00,0,0
2023-08-17 01:10:00,0,0
2023-08-17 01:15:00,0,0
2023-08-17 01:20:00,0,0
2023-08-17 01:25:00,0,0
2023-08-17 01:30:00,0,0
2023-08-17 01:35:00,0,0
2023-08-17 01:40:00,0,0
2023-08-17 01:45:00,0,0
2023-08-17 01:50:00,0,0
2023-08-17 01:55:00,0,0
2023-08-17 02:00:00,0,0
2023-08-17 02:05:00,0,0
2023-08-17 02:10:00,0,0
2023-08-17 02:15:00,0,0
2023-08-17 02:20:00,0,0
2023-08-17 02:25:00,0,0
2023-08-17 02:30:00,0,0
2023-08-17 02:35:00,0,0
2023-08-17 02:40:00,0,0
2023-08-17 02:45:00,0,0
2023-08-17 02:50:00,0,0
2023-08-17 02:55:00,0,0
2023-08-17 03:00:00,0,0
2023-08-17 03:05:00,0,0
2023-08-17 03:10:00,0,0
2023-08-17 03:15:00,0,0
2023-08-17 03:20:00,0,0
2023-08-17 03:25:00,0,0
2023-08-17 03:30:00,0,0
2023-08-17 03:35:00,0,0
2023-08-17 03:40:00,0,0
2023-08-17 03:45:00,0,0
2023-08-17 03:50:00,0,0
2023-08-17 03:55:00,0,0
2023-08-17 04:00:00,0,0
2023-08-17 04:05:00,0,0
2023-08-17 04:10:00,0,0
2023-08-17 04:15:00,0,0
2023-08-17 04:20:00,0,0
2023-08-17 04:25:00,0,0
2023-08-17 04:30:00,0,0
2023-08-17 04:35:00,0,0
2023-08-17 04:40:00,0,0
2023-08-17 04:45:00,0,0
2023-08-17 04:50:00,0,0
2023-08-17 04:55:00,0,0
2023-08-17 05:00:00,0,0
2023-08-17 05:05:00,0,0
2023-08-17 05:10:00,0,0
2023-08-17 05:15:00,0,0
2023-08-17 05:20:00,0,0
2023-08-17 05:25:00,0,0
2023-08-17 05:30:00,0,0
2023-08-17 05:35:00,0,0
2023-08-17 05:40:00,0,0
2023-08-17 05:45:00,0,0
2023-08-17 05:50:00,0,0
2023-08-17 05:55:00,0,0
2023-08-17 06:00:00,0,0
2023-08-17 06:05:00,0,0
2023-08-17 06:10:00,0.2,0.2
2023-08-17 06:15:00,2.8,2.8
2023-08-17 06:20:00,5.2,5.2
2023-08-17 06:25:00,8.4,8
2023-08-17 06:30:00,16,14.4
2023-08-17 06:35:00,26,20
2023-08-17 06:40:00,35.6,40.8
2023-08-17 06:45:00,47.4,64.8
2023-08-17 06:50:00,53.4,81
2023-08-17 06:55:00,52.6,77.2
2023-08-17 07:00:00,80.4,130.4
2023-08-17 07:05:00,102,170.8
2023-08-17 07:10:00,138.8,260.4
2023-08-17 07:15:00,163.4,287.6
2023-08-17 07:20:00,183.6,362.8
2023-08-17 07:25:00,208.6,391.2
2023-08-17 07:30:00,231.2,395.2
2023-08-17 07:35:00,250.8,400.2
2023-08-17 07:40:00,269.6,557.6
2023-08-17 07:45:00,280.4,585
2023-08-17 07:50:00,285.6,391.8
2023-08-17 07:55:00,304.2,540.4
2023-08-17 08:00:00,317,678.8
2023-08-17 08:05:00,340,733.8
2023-08-17 08:10:00,375.8,809.4
2023-08-17 08:15:00,393,849.4
2023-08-17 08:20:00,411.8,884.6
2023-08-17 08:25:00,435.8,908.6
2023-08-17 08:30:00,464.6,944.8
2023-08-17 08:35:00,468.2,925.4
2023-08-17 08:40:00,491.2,910.8
2023-08-17 08:45:00,510.8,878.6
2023-08-17 08:50:00,534.2,899.6
2023-08-17 08:55:00,564.2,573.8
2023-08-17 09:00:00,585.4,690.4
2023-08-17 09:05:00,603.2,1015.4
2023-08-17 09:10:00,623.8,1003.8
2023-08-17 09:15:00,648.8,992.6
2023-08-17 09:20:00,666.6,1012.2
2023-08-17 09:25:00,685.2,1047.6
2023-08-17 09:30:00,705.2,1053
2023-08-17 09:35:00,725.6,1060.6
2023-08-17 09:40:00,740.2,1032.2
2023-08-17 09:45:00,737,1032.2
2023-08-17 09:50:00,757.6,1038
2023-08-17 09:55:00,759.6,1021.6
2023-08-17 10:00:00,793.4,1035.6
2023-08-17 10:05:00,821.2,1050
2023-08-17 10:10:00,782.6,973.4
2023-08-17 10:15:00,799.6,970.4
2023-08-17 10:20:00,800.4,954.2
2023-08-17 10:25:00,810.6,951.4
2023-08-17 10:30:00,733.8,845.2
2023-08-17 10:35:00,579,643.6
2023-08-17 10:40:00,724.2,845
2023-08-17 10:45:00,870.8,1015.6
2023-08-17 10:50:00,914,1056
2023-08-17 10:55:00,920.8,1048.2
2023-08-17 11:00:00,933.2,1051.6
2023-08-17 11:05:00,939.4,1050.6
2023-08-17 11:10:00,972.2,1015
2023-08-17 11:15:00,894.4,977.8
2023-08-17 11:20:00,1018.8,1109.6
2023-08-17 11:25:00,1002.8,1083.6
2023-08-17 11:30:00,1023.4,1096
2023-08-17 11:35:00,743.6,796.4
2023-08-17 11:40:00,1118.6,1164.6
2023-08-17 11:45:00,1046.8,1088.2
2023-08-17 11:50:00,922.8,962.4
2023-08-17 11:55:00,1101.2,1134.8
2023-08-17 12:00:00,1135.8,1170.2
2023-08-17 12:05:00,475.2,465.8
2023-08-17 12:10:00,1037.8,1058.2
2023-08-17 12:15:00,858.6,870
2023-08-17 12:20:00,875.4,881.6
2023-08-17 12:25:00,870.6,869.8
2023-08-17 12:30:00,843.4,832.8
2023-08-17 12:35:00,655,667.4
2023-08-17 12:40:00,919.4,917.4
2023-08-17 12:45:00,625.6,611.8
2023-08-17 12:50:00,1004.8,1009.2
2023-08-17 12:55:00,831,831
2023-08-17 13:00:00,1185.6,1178.4
2023-08-17 13:05:00,993.4,993.8
2023-08-17 13:10:00,739.2,746.2
2023-08-17 13:15:00,1034,1049
2023-08-17 13:20:00,1190.2,1194.6
2023-08-17 13:25:00,1177.2,1188.4
2023-08-17 13:30:00,1162,1176
2023-08-17 13:35:00,1186.4,1200.4
2023-08-17 13:40:00,1201.2,1220.6
2023-08-17 13:45:00,1192.4,1220.6
2023-08-17 13:50:00,1247,1275.2
2023-08-17 13:55:00,356.4,365.8
2023-08-17 14:00:00,256.2,262.4
2023-08-17 14:05:00,1047.8,1095.8
2023-08-17 14:10:00,994,1050.4
2023-08-17 14:15:00,643.8,677.6
2023-08-17 14:20:00,350.6,365.6
2023-08-17 14:25:00,282.8,292.2
2023-08-17 14:30:00,545,572.2
2023-08-17 14:35:00,381.2,397.8
2023-08-17 14:40:00,656.4,701.6
2023-08-17 14:45:00,497.2,524
2023-08-17 14:50:00,615,663.4
2023-08-17 14:55:00,718,786.2
